HOG,align_pos,gene_name,gene_codon,genome_coords,poly_nucl,poly_aa
Tge__HOG_21873,694,TGE_00089-RA,412,5_Tge_b3v08_scaf000413_pos_165002;5_Tge_b3v08_scaf000413_pos_165001;5_Tge_b3v08_scaf000413_pos_165000,fixed,fixed
Tge__HOG_21873,695,TGE_00089-RA,413,5_Tge_b3v08_scaf000413_pos_164999;5_Tge_b3v08_scaf000413_pos_164998;5_Tge_b3v08_scaf000413_pos_164997,fixed,fixed
Tge__HOG_21873,697,TGE_00089-RA,415,5_Tge_b3v08_scaf000413_pos_164993;5_Tge_b3v08_scaf000413_pos_164992;5_Tge_b3v08_scaf000413_pos_164991,fixed,fixed
Tge__HOG_21873,701,TGE_00089-RA,419,5_Tge_b3v08_scaf000413_pos_164981;5_Tge_b3v08_scaf000413_pos_164980;5_Tge_b3v08_scaf000413_pos_164979,fixed,fixed
Tge__HOG_2194,201,TGE_07066-RA,201,5_Tge_b3v08_scaf003073_pos_40909;5_Tge_b3v08_scaf003073_pos_40910;5_Tge_b3v08_scaf003073_pos_40911,fixed,fixed
Tge__HOG_2194,202,TGE_07066-RA,202,5_Tge_b3v08_scaf003073_pos_40912;5_Tge_b3v08_scaf003073_pos_40913;5_Tge_b3v08_scaf003073_pos_40914,fixed,fixed
Tge__HOG_21947,894,TGE_09311-RA,307,5_Tge_b3v08_scaf008659_pos_12290;5_Tge_b3v08_scaf008659_pos_12291;5_Tge_b3v08_scaf008659_pos_12292,fixed,fixed
Tge__HOG_22149,1336,TGE_04742-RA,512,5_Tge_b3v08_scaf001999_pos_82546;5_Tge_b3v08_scaf001999_pos_82547;5_Tge_b3v08_scaf001999_pos_82548,fixed,fixed
Tge__HOG_22279,430,TGE_01347-RA,222,5_Tge_b3v08_scaf000404_pos_128094;5_Tge_b3v08_scaf000404_pos_128093;5_Tge_b3v08_scaf000404_pos_128092,fixed,fixed
Tge__HOG_23076,1427,TGE_00074-RA,710,5_Tge_b3v08_scaf000145_pos_146928;5_Tge_b3v08_scaf000145_pos_146927;5_Tge_b3v08_scaf000145_pos_146926,fixed,fixed
Tge__HOG_23076,1428,TGE_00074-RA,711,5_Tge_b3v08_scaf000145_pos_146925;5_Tge_b3v08_scaf000145_pos_146924;5_Tge_b3v08_scaf000145_pos_146923,fixed,fixed
Tge__HOG_23362,361,TGE_07429-RA,341,5_Tge_b3v08_scaf003923_pos_25504;5_Tge_b3v08_scaf003923_pos_25503;5_Tge_b3v08_scaf003923_pos_25502,fixed,fixed
Tge__HOG_23472,535,TGE_01047-RA,310,5_Tge_b3v08_scaf000551_pos_229596;5_Tge_b3v08_scaf000551_pos_229595;5_Tge_b3v08_scaf000551_pos_229594,fixed,fixed
Tge__HOG_23472,540,TGE_01047-RA,315,5_Tge_b3v08_scaf000551_pos_229581;5_Tge_b3v08_scaf000551_pos_229580;5_Tge_b3v08_scaf000551_pos_229579,fixed,fixed
Tge__HOG_23472,669,TGE_01047-RA,444,5_Tge_b3v08_scaf000551_pos_201681;5_Tge_b3v08_scaf000551_pos_201680;5_Tge_b3v08_scaf000551_pos_201679,fixed,fixed
Tge__HOG_23472,671,TGE_01047-RA,446,5_Tge_b3v08_scaf000551_pos_201675;5_Tge_b3v08_scaf000551_pos_201674;5_Tge_b3v08_scaf000551_pos_201673,fixed,fixed
Tge__HOG_23472,672,TGE_01047-RA,447,5_Tge_b3v08_scaf000551_pos_201672;5_Tge_b3v08_scaf000551_pos_201671;5_Tge_b3v08_scaf000551_pos_201670,fixed,fixed
Tge__HOG_23799,90,TGE_02161-RA,3,5_Tge_b3v08_scaf001654_pos_22588;5_Tge_b3v08_scaf001654_pos_22589;5_Tge_b3v08_scaf001654_pos_22590,fixed,fixed
Tge__HOG_325,722,TGE_02589-RA,339,5_Tge_b3v08_scaf002014_pos_64103;5_Tge_b3v08_scaf002014_pos_64102;5_Tge_b3v08_scaf002014_pos_64101,fixed,fixed
Tge__HOG_3466,261,TGE_07259-RB,140,5_Tge_b3v08_scaf001292_pos_37554;5_Tge_b3v08_scaf001292_pos_37555;5_Tge_b3v08_scaf001292_pos_37556,fixed,fixed
Tge__HOG_3466,262,TGE_07259-RB,141,5_Tge_b3v08_scaf001292_pos_37557;5_Tge_b3v08_scaf001292_pos_37558;5_Tge_b3v08_scaf001292_pos_37559,fixed,fixed
Tge__HOG_4675,861,TGE_03248-RA,163,5_Tge_b3v08_scaf001318_pos_88364;5_Tge_b3v08_scaf001318_pos_88363;5_Tge_b3v08_scaf001318_pos_88362,fixed,fixed
Tge__HOG_6024,678,TGE_10464-RA,6,5_Tge_b3v08_scaf006228_pos_21294;5_Tge_b3v08_scaf006228_pos_21293;5_Tge_b3v08_scaf006228_pos_21292,fixed,fixed
Tge__HOG_6024,682,TGE_10464-RA,10,5_Tge_b3v08_scaf006228_pos_21282;5_Tge_b3v08_scaf006228_pos_21281;5_Tge_b3v08_scaf006228_pos_21280,fixed,fixed
Tge__HOG_6024,683,TGE_10464-RA,11,5_Tge_b3v08_scaf006228_pos_21279;5_Tge_b3v08_scaf006228_pos_21278;5_Tge_b3v08_scaf006228_pos_21277,fixed,fixed
Tge__HOG_6024,684,TGE_10464-RA,12,5_Tge_b3v08_scaf006228_pos_21276;5_Tge_b3v08_scaf006228_pos_21275;5_Tge_b3v08_scaf006228_pos_21274,fixed,fixed
Tge__HOG_6024,1702,TGE_10464-RA,29,5_Tge_b3v08_scaf006228_pos_21225;5_Tge_b3v08_scaf006228_pos_21224;5_Tge_b3v08_scaf006228_pos_21223,fixed,fixed
Tge__HOG_6024,1707,TGE_10464-RA,34,5_Tge_b3v08_scaf006228_pos_21210;5_Tge_b3v08_scaf006228_pos_21209;5_Tge_b3v08_scaf006228_pos_21208,fixed,fixed
Tge__HOG_6024,1708,TGE_10464-RA,35,5_Tge_b3v08_scaf006228_pos_21207;5_Tge_b3v08_scaf006228_pos_21206;5_Tge_b3v08_scaf006228_pos_21205,fixed,fixed
Tge__HOG_6024,1710,TGE_10464-RA,37,5_Tge_b3v08_scaf006228_pos_21201;5_Tge_b3v08_scaf006228_pos_21200;5_Tge_b3v08_scaf006228_pos_21199,fixed,fixed
Tge__HOG_7969,924,TGE_01451-RA,913,5_Tge_b3v08_scaf003444_pos_42261;5_Tge_b3v08_scaf003444_pos_42262;5_Tge_b3v08_scaf003444_pos_42263,fixed,fixed
Tge__HOG_7969,925,TGE_01451-RA,914,5_Tge_b3v08_scaf003444_pos_42264;5_Tge_b3v08_scaf003444_pos_42265;5_Tge_b3v08_scaf003444_pos_42266,fixed,fixed
Tge__HOG_8261,234,TGE_07485-RA,61,5_Tge_b3v08_scaf003831_pos_24911;5_Tge_b3v08_scaf003831_pos_23443;5_Tge_b3v08_scaf003831_pos_23442,fixed,fixed
Tge__HOG_8261,282,TGE_07485-RA,103,5_Tge_b3v08_scaf003831_pos_14898;5_Tge_b3v08_scaf003831_pos_14897;5_Tge_b3v08_scaf003831_pos_14896,fixed,fixed
Tge__HOG_8261,283,TGE_07485-RA,104,5_Tge_b3v08_scaf003831_pos_14895;5_Tge_b3v08_scaf003831_pos_14894;5_Tge_b3v08_scaf003831_pos_14893,fixed,fixed
Tge__HOG_8261,284,TGE_07485-RA,105,5_Tge_b3v08_scaf003831_pos_14892;5_Tge_b3v08_scaf003831_pos_14891;5_Tge_b3v08_scaf003831_pos_14890,fixed,fixed
Tge__HOG_8261,285,TGE_07485-RA,106,5_Tge_b3v08_scaf003831_pos_14889;5_Tge_b3v08_scaf003831_pos_14888;5_Tge_b3v08_scaf003831_pos_14887,fixed,fixed
Tge__HOG_8400,1447,TGE_06161-RA,644,5_Tge_b3v08_scaf004306_pos_48028;5_Tge_b3v08_scaf004306_pos_48027;5_Tge_b3v08_scaf004306_pos_48026,fixed,fixed
Tge__HOG_902,200,TGE_06203-RA,99,5_Tge_b3v08_scaf004432_pos_12946;5_Tge_b3v08_scaf004432_pos_12947;5_Tge_b3v08_scaf004432_pos_12948,fixed,fixed
Tge__HOG_902,201,TGE_06203-RA,100,5_Tge_b3v08_scaf004432_pos_12949;5_Tge_b3v08_scaf004432_pos_12950;5_Tge_b3v08_scaf004432_pos_12951,fixed,fixed
Tge__HOG_902,202,TGE_06203-RA,101,5_Tge_b3v08_scaf004432_pos_12952;5_Tge_b3v08_scaf004432_pos_12953;5_Tge_b3v08_scaf004432_pos_12954,fixed,fixed
Tge__HOG_902,203,TGE_06203-RA,102,5_Tge_b3v08_scaf004432_pos_12955;5_Tge_b3v08_scaf004432_pos_12956;5_Tge_b3v08_scaf004432_pos_12957,fixed,fixed
Tge__HOG_11039,3706,TGE_05695-RA,808,5_Tge_b3v08_scaf003210_pos_24371;5_Tge_b3v08_scaf003210_pos_24372;5_Tge_b3v08_scaf003210_pos_24373,fixed,fixed
Tge__HOG_11039,3707,TGE_05695-RA,809,5_Tge_b3v08_scaf003210_pos_24374;5_Tge_b3v08_scaf003210_pos_24375;5_Tge_b3v08_scaf003210_pos_24376,fixed,fixed
Tge__HOG_11039,3709,TGE_05695-RA,811,5_Tge_b3v08_scaf003210_pos_24380;5_Tge_b3v08_scaf003210_pos_24381;5_Tge_b3v08_scaf003210_pos_24382,fixed,fixed
Tge__HOG_11039,3735,TGE_05695-RA,814,5_Tge_b3v08_scaf003210_pos_24389;5_Tge_b3v08_scaf003210_pos_24390;5_Tge_b3v08_scaf003210_pos_24391,fixed,fixed
Tge__HOG_11039,3744,TGE_05695-RA,823,5_Tge_b3v08_scaf003210_pos_24416;5_Tge_b3v08_scaf003210_pos_24417;5_Tge_b3v08_scaf003210_pos_24418,fixed,fixed
Tge__HOG_11039,3745,TGE_05695-RA,824,5_Tge_b3v08_scaf003210_pos_24419;5_Tge_b3v08_scaf003210_pos_24420;5_Tge_b3v08_scaf003210_pos_24421,fixed,fixed
Tge__HOG_11039,3747,TGE_05695-RA,826,5_Tge_b3v08_scaf003210_pos_24425;5_Tge_b3v08_scaf003210_pos_24426;5_Tge_b3v08_scaf003210_pos_24427,fixed,fixed
Tge__HOG_11039,3754,TGE_05695-RA,833,5_Tge_b3v08_scaf003210_pos_24446;5_Tge_b3v08_scaf003210_pos_24447;5_Tge_b3v08_scaf003210_pos_24448,fixed,fixed
Tge__HOG_11039,4592,TGE_05695-RA,980,5_Tge_b3v08_scaf003210_pos_27168;5_Tge_b3v08_scaf003210_pos_27169;5_Tge_b3v08_scaf003210_pos_27170,fixed,fixed
Tge__HOG_11039,4593,TGE_05695-RA,981,5_Tge_b3v08_scaf003210_pos_27171;5_Tge_b3v08_scaf003210_pos_27172;5_Tge_b3v08_scaf003210_pos_27173,fixed,fixed
Tge__HOG_11039,4595,TGE_05695-RA,983,5_Tge_b3v08_scaf003210_pos_27177;5_Tge_b3v08_scaf003210_pos_27178;5_Tge_b3v08_scaf003210_pos_27179,fixed,fixed
Tge__HOG_11039,4598,TGE_05695-RA,986,5_Tge_b3v08_scaf003210_pos_27186;5_Tge_b3v08_scaf003210_pos_27187;5_Tge_b3v08_scaf003210_pos_27188,fixed,fixed
Tge__HOG_11039,4600,TGE_05695-RA,988,5_Tge_b3v08_scaf003210_pos_27192;5_Tge_b3v08_scaf003210_pos_27193;5_Tge_b3v08_scaf003210_pos_27194,fixed,fixed
Tge__HOG_11039,4609,TGE_05695-RA,997,5_Tge_b3v08_scaf003210_pos_27219;5_Tge_b3v08_scaf003210_pos_27220;5_Tge_b3v08_scaf003210_pos_27221,fixed,fixed
Tge__HOG_11039,4612,TGE_05695-RA,1000,5_Tge_b3v08_scaf003210_pos_27228;5_Tge_b3v08_scaf003210_pos_27229;5_Tge_b3v08_scaf003210_pos_27230,fixed,fixed
Tge__HOG_11039,4613,TGE_05695-RA,1001,5_Tge_b3v08_scaf003210_pos_27231;5_Tge_b3v08_scaf003210_pos_27232;5_Tge_b3v08_scaf003210_pos_27233,fixed,fixed
Tge__HOG_11039,4617,TGE_05695-RA,1005,5_Tge_b3v08_scaf003210_pos_27243;5_Tge_b3v08_scaf003210_pos_27244;5_Tge_b3v08_scaf003210_pos_27245,fixed,fixed
Tge__HOG_11039,4623,TGE_05695-RA,1011,5_Tge_b3v08_scaf003210_pos_27261;5_Tge_b3v08_scaf003210_pos_27262;5_Tge_b3v08_scaf003210_pos_27263,fixed,fixed
Tge__HOG_11039,4628,TGE_05695-RA,1016,5_Tge_b3v08_scaf003210_pos_27276;5_Tge_b3v08_scaf003210_pos_27277;5_Tge_b3v08_scaf003210_pos_27278,fixed,fixed
Tge__HOG_14052,809,TGE_05168-RA,70,5_Tge_b3v08_scaf000154_pos_133080;5_Tge_b3v08_scaf000154_pos_133079;5_Tge_b3v08_scaf000154_pos_133078,fixed,fixed
Tge__HOG_16192,970,TGE_08691-RA,790,5_Tge_b3v08_scaf002041_pos_80065;5_Tge_b3v08_scaf002041_pos_80064;5_Tge_b3v08_scaf002041_pos_80063,fixed,fixed
Tge__HOG_16971,640,TGE_04518-RA,553,5_Tge_b3v08_scaf002803_pos_18494;5_Tge_b3v08_scaf002803_pos_18495;5_Tge_b3v08_scaf002803_pos_18496,fixed,fixed
Tge__HOG_1749,577,TGE_04313-RA,173,5_Tge_b3v08_scaf000481_pos_197397;5_Tge_b3v08_scaf000481_pos_197396;5_Tge_b3v08_scaf000481_pos_197395,fixed,fixed
Tge__HOG_1749,578,TGE_04313-RA,174,5_Tge_b3v08_scaf000481_pos_197394;5_Tge_b3v08_scaf000481_pos_197393;5_Tge_b3v08_scaf000481_pos_197392,fixed,fixed
Tge__HOG_1749,579,TGE_04313-RA,175,5_Tge_b3v08_scaf000481_pos_197391;5_Tge_b3v08_scaf000481_pos_197390;5_Tge_b3v08_scaf000481_pos_197389,fixed,fixed
Tge__HOG_1749,580,TGE_04313-RA,176,5_Tge_b3v08_scaf000481_pos_197388;5_Tge_b3v08_scaf000481_pos_197387;5_Tge_b3v08_scaf000481_pos_197386,fixed,fixed
Tge__HOG_17704,10,TGE_00349-RA,2,5_Tge_b3v08_scaf001222_pos_87856;5_Tge_b3v08_scaf001222_pos_87857;5_Tge_b3v08_scaf001222_pos_87858,fixed,fixed
Tge__HOG_17704,11,TGE_00349-RA,3,5_Tge_b3v08_scaf001222_pos_87859;5_Tge_b3v08_scaf001222_pos_87860;5_Tge_b3v08_scaf001222_pos_87861,fixed,fixed
Tge__HOG_17908,825,TGE_09971-RA,325,5_Tge_b3v08_scaf001630_pos_127179;5_Tge_b3v08_scaf001630_pos_127180;5_Tge_b3v08_scaf001630_pos_127181,fixed,fixed
Tge__HOG_1844,351,TGE_07102-RA,8,5_Tge_b3v08_scaf002536_pos_1377;5_Tge_b3v08_scaf002536_pos_1378;5_Tge_b3v08_scaf002536_pos_1379,fixed,fixed
Tge__HOG_1844,355,TGE_07102-RA,12,5_Tge_b3v08_scaf002536_pos_1389;5_Tge_b3v08_scaf002536_pos_1390;5_Tge_b3v08_scaf002536_pos_1391,fixed,fixed
Tge__HOG_1844,356,TGE_07102-RA,13,5_Tge_b3v08_scaf002536_pos_1392;5_Tge_b3v08_scaf002536_pos_1393;5_Tge_b3v08_scaf002536_pos_1394,fixed,fixed
Tge__HOG_1844,357,TGE_07102-RA,14,5_Tge_b3v08_scaf002536_pos_1395;5_Tge_b3v08_scaf002536_pos_1396;5_Tge_b3v08_scaf002536_pos_1397,fixed,fixed
Tge__HOG_1844,360,TGE_07102-RA,17,5_Tge_b3v08_scaf002536_pos_1404;5_Tge_b3v08_scaf002536_pos_1405;5_Tge_b3v08_scaf002536_pos_1406,fixed,fixed
Tge__HOG_1844,361,TGE_07102-RA,18,5_Tge_b3v08_scaf002536_pos_1407;5_Tge_b3v08_scaf002536_pos_1408;5_Tge_b3v08_scaf002536_pos_1409,fixed,fixed
Tge__HOG_19703,204,TGE_02472-RA,134,5_Tge_b3v08_scaf000617_pos_182999;5_Tge_b3v08_scaf000617_pos_183000;5_Tge_b3v08_scaf000617_pos_183001,fixed,fixed
Tge__HOG_19703,205,TGE_02472-RA,135,5_Tge_b3v08_scaf000617_pos_183002;5_Tge_b3v08_scaf000617_pos_183003;5_Tge_b3v08_scaf000617_pos_183004,fixed,fixed
Tge__HOG_19703,206,TGE_02472-RA,136,5_Tge_b3v08_scaf000617_pos_183005;5_Tge_b3v08_scaf000617_pos_183006;5_Tge_b3v08_scaf000617_pos_183007,fixed,fixed
Tge__HOG_19703,207,TGE_02472-RA,137,5_Tge_b3v08_scaf000617_pos_183008;5_Tge_b3v08_scaf000617_pos_183009;5_Tge_b3v08_scaf000617_pos_183010,fixed,fixed
Tge__HOG_19703,208,TGE_02472-RA,138,5_Tge_b3v08_scaf000617_pos_183011;5_Tge_b3v08_scaf000617_pos_183012;5_Tge_b3v08_scaf000617_pos_183013,fixed,fixed
Tge__HOG_19703,370,TGE_02472-RA,226,5_Tge_b3v08_scaf000617_pos_189674;5_Tge_b3v08_scaf000617_pos_189675;5_Tge_b3v08_scaf000617_pos_189676,fixed,fixed
Tge__HOG_2007,133,TGE_04798-RA,22,5_Tge_b3v08_scaf004948_pos_55388;5_Tge_b3v08_scaf004948_pos_55387;5_Tge_b3v08_scaf004948_pos_55386,fixed,fixed
Tge__HOG_20349,218,TGE_00109-RA,193,5_Tge_b3v08_scaf000587_pos_224204;5_Tge_b3v08_scaf000587_pos_224205;5_Tge_b3v08_scaf000587_pos_224206,fixed,fixed
Tge__HOG_20349,653,TGE_00109-RA,506,5_Tge_b3v08_scaf000587_pos_233570;5_Tge_b3v08_scaf000587_pos_233571;5_Tge_b3v08_scaf000587_pos_233572,fixed,fixed
Tge__HOG_20363,639,TGE_06043-RA,239,5_Tge_b3v08_scaf002032_pos_82790;5_Tge_b3v08_scaf002032_pos_82789;5_Tge_b3v08_scaf002032_pos_82788,fixed,fixed
Tge__HOG_20363,640,TGE_06043-RA,240,5_Tge_b3v08_scaf002032_pos_82787;5_Tge_b3v08_scaf002032_pos_82786;5_Tge_b3v08_scaf002032_pos_82785,fixed,fixed
Tge__HOG_20373,296,TGE_05011-RA,258,5_Tge_b3v08_scaf000978_pos_118550;5_Tge_b3v08_scaf000978_pos_118549;5_Tge_b3v08_scaf000978_pos_118548,fixed,fixed
Tge__HOG_20373,297,TGE_05011-RA,259,5_Tge_b3v08_scaf000978_pos_118547;5_Tge_b3v08_scaf000978_pos_118546;5_Tge_b3v08_scaf000978_pos_118545,fixed,fixed
Tge__HOG_20713,684,TGE_08986-RA,256,5_Tge_b3v08_scaf000543_pos_26325;5_Tge_b3v08_scaf000543_pos_26326;5_Tge_b3v08_scaf000543_pos_26327,fixed,fixed
Tge__HOG_20713,686,TGE_08986-RA,258,5_Tge_b3v08_scaf000543_pos_26331;5_Tge_b3v08_scaf000543_pos_26332;5_Tge_b3v08_scaf000543_pos_26333,fixed,fixed
Tge__HOG_20713,688,TGE_08986-RA,260,5_Tge_b3v08_scaf000543_pos_26337;5_Tge_b3v08_scaf000543_pos_26338;5_Tge_b3v08_scaf000543_pos_26339,fixed,fixed
Tge__HOG_21019,4,TGE_03451-RA,2,5_Tge_b3v08_scaf003409_pos_28271;5_Tge_b3v08_scaf003409_pos_28272;5_Tge_b3v08_scaf003409_pos_28273,fixed,fixed
Tge__HOG_21019,6,TGE_03451-RA,4,5_Tge_b3v08_scaf003409_pos_28277;5_Tge_b3v08_scaf003409_pos_28278;5_Tge_b3v08_scaf003409_pos_28279,fixed,fixed
Tge__HOG_21206,108,TGE_07520-RA,54,5_Tge_b3v08_scaf002976_pos_90500;5_Tge_b3v08_scaf002976_pos_90499;5_Tge_b3v08_scaf002976_pos_90498,fixed,fixed
Tge__HOG_21313,529,TGE_07040-RA,288,5_Tge_b3v08_scaf000636_pos_2229;5_Tge_b3v08_scaf000636_pos_2228;5_Tge_b3v08_scaf000636_pos_2227,fixed,fixed
Tge__HOG_21313,530,TGE_07040-RA,289,5_Tge_b3v08_scaf000636_pos_2226;5_Tge_b3v08_scaf000636_pos_2225;5_Tge_b3v08_scaf000636_pos_2224,fixed,fixed
Tge__HOG_21426,2069,TGE_08601-RA,1485,5_Tge_b3v08_scaf003604_pos_36683;5_Tge_b3v08_scaf003604_pos_36684;5_Tge_b3v08_scaf003604_pos_36685,fixed,fixed
Tge__HOG_22438,434,TGE_03456-RA,200,5_Tge_b3v08_scaf001517_pos_72043;5_Tge_b3v08_scaf001517_pos_72042;5_Tge_b3v08_scaf001517_pos_72041,fixed,fixed
Tge__HOG_22438,435,TGE_03456-RA,201,5_Tge_b3v08_scaf001517_pos_72040;5_Tge_b3v08_scaf001517_pos_72039;5_Tge_b3v08_scaf001517_pos_72038,fixed,fixed
Tge__HOG_22986,304,TGE_08153-RA,171,5_Tge_b3v08_scaf002042_pos_39432;5_Tge_b3v08_scaf002042_pos_39433;5_Tge_b3v08_scaf002042_pos_39434,fixed,fixed
Tge__HOG_22986,305,TGE_08153-RA,172,5_Tge_b3v08_scaf002042_pos_39435;5_Tge_b3v08_scaf002042_pos_39436;5_Tge_b3v08_scaf002042_pos_39437,fixed,fixed
Tge__HOG_24378,474,TGE_01167-RA,116,5_Tge_b3v08_scaf000119_pos_431195;5_Tge_b3v08_scaf000119_pos_431194;5_Tge_b3v08_scaf000119_pos_431193,fixed,fixed
Tge__HOG_24378,475,TGE_01167-RA,117,5_Tge_b3v08_scaf000119_pos_431192;5_Tge_b3v08_scaf000119_pos_431191;5_Tge_b3v08_scaf000119_pos_431190,fixed,fixed
Tge__HOG_24378,477,TGE_01167-RA,119,5_Tge_b3v08_scaf000119_pos_431186;5_Tge_b3v08_scaf000119_pos_431185;5_Tge_b3v08_scaf000119_pos_431184,fixed,fixed
Tge__HOG_24378,527,TGE_01167-RA,128,5_Tge_b3v08_scaf000119_pos_431159;5_Tge_b3v08_scaf000119_pos_431158;5_Tge_b3v08_scaf000119_pos_431157,fixed,fixed
Tge__HOG_24378,529,TGE_01167-RA,130,5_Tge_b3v08_scaf000119_pos_431153;5_Tge_b3v08_scaf000119_pos_431152;5_Tge_b3v08_scaf000119_pos_431151,fixed,fixed
Tge__HOG_24378,1096,TGE_01167-RA,437,5_Tge_b3v08_scaf000119_pos_422795;5_Tge_b3v08_scaf000119_pos_422794;5_Tge_b3v08_scaf000119_pos_422793,fixed,fixed
Tge__HOG_24378,1099,TGE_01167-RA,440,5_Tge_b3v08_scaf000119_pos_422786;5_Tge_b3v08_scaf000119_pos_422785;5_Tge_b3v08_scaf000119_pos_422784,fixed,fixed
Tge__HOG_24378,1107,TGE_01167-RA,448,5_Tge_b3v08_scaf000119_pos_422762;5_Tge_b3v08_scaf000119_pos_422761;5_Tge_b3v08_scaf000119_pos_422760,fixed,fixed
Tge__HOG_24378,1114,TGE_01167-RA,455,5_Tge_b3v08_scaf000119_pos_422741;5_Tge_b3v08_scaf000119_pos_422740;5_Tge_b3v08_scaf000119_pos_422739,fixed,fixed
Tge__HOG_3817,487,TGE_00549-RA,435,5_Tge_b3v08_scaf000403_pos_305821;5_Tge_b3v08_scaf000403_pos_305822;5_Tge_b3v08_scaf000403_pos_305823,fixed,fixed
Tge__HOG_3817,492,TGE_00549-RA,440,5_Tge_b3v08_scaf000403_pos_305836;5_Tge_b3v08_scaf000403_pos_305837;5_Tge_b3v08_scaf000403_pos_305838,fixed,fixed
Tge__HOG_3817,494,TGE_00549-RA,442,5_Tge_b3v08_scaf000403_pos_305842;5_Tge_b3v08_scaf000403_pos_305843;5_Tge_b3v08_scaf000403_pos_305844,fixed,fixed
Tge__HOG_3817,495,TGE_00549-RA,443,5_Tge_b3v08_scaf000403_pos_305845;5_Tge_b3v08_scaf000403_pos_305846;5_Tge_b3v08_scaf000403_pos_305847,fixed,fixed
Tge__HOG_4813,33,TGE_10058-RA,33,5_Tge_b3v08_scaf003284_pos_53868;5_Tge_b3v08_scaf003284_pos_53869;5_Tge_b3v08_scaf003284_pos_53870,fixed,fixed
Tge__HOG_4813,121,TGE_10058-RA,102,5_Tge_b3v08_scaf003284_pos_58104;5_Tge_b3v08_scaf003284_pos_58105;5_Tge_b3v08_scaf003284_pos_58106,fixed,fixed
Tge__HOG_8245,806,TGE_05303-RA,2,5_Tge_b3v08_scaf001536_pos_888;5_Tge_b3v08_scaf001536_pos_889;5_Tge_b3v08_scaf001536_pos_890,fixed,fixed
Tms__HOG_1398,322,TMS_07352-RA,159,3_Tms_b3v08_scaf002353_pos_87101;3_Tms_b3v08_scaf002353_pos_87102;3_Tms_b3v08_scaf002353_pos_87103,fixed,fixed
Tms__HOG_14583,1538,TMS_04417-RA,1293,3_Tms_b3v08_scaf000465_pos_233151;3_Tms_b3v08_scaf000465_pos_233152;3_Tms_b3v08_scaf000465_pos_233153,poly,poly
Tms__HOG_14583,2276,TMS_04417-RA,1996,3_Tms_b3v08_scaf000465_pos_253367;3_Tms_b3v08_scaf000465_pos_253368;3_Tms_b3v08_scaf000465_pos_253369,fixed,fixed
Tms__HOG_16086,858,TMS_10715-RA,378,3_Tms_b3v08_scaf006490_pos_273;3_Tms_b3v08_scaf006490_pos_272;3_Tms_b3v08_scaf006490_pos_271,fixed,fixed
Tms__HOG_16872,1209,TMS_04878-RA,409,3_Tms_b3v08_scaf001613_pos_154161;3_Tms_b3v08_scaf001613_pos_154160;3_Tms_b3v08_scaf001613_pos_154159,fixed,fixed
Tms__HOG_16872,1210,TMS_04878-RA,410,3_Tms_b3v08_scaf001613_pos_154158;3_Tms_b3v08_scaf001613_pos_154157;3_Tms_b3v08_scaf001613_pos_154156,fixed,fixed
Tms__HOG_16982,657,TMS_10061-RA,108,3_Tms_b3v08_scaf003414_pos_53508;3_Tms_b3v08_scaf003414_pos_49697;3_Tms_b3v08_scaf003414_pos_49696,fixed,fixed
Tms__HOG_16982,658,TMS_10061-RA,109,3_Tms_b3v08_scaf003414_pos_49695;3_Tms_b3v08_scaf003414_pos_49694;3_Tms_b3v08_scaf003414_pos_49693,fixed,fixed
Tms__HOG_16982,666,TMS_10061-RA,110,3_Tms_b3v08_scaf003414_pos_49692;3_Tms_b3v08_scaf003414_pos_49691;3_Tms_b3v08_scaf003414_pos_49690,fixed,fixed
Tms__HOG_16982,668,TMS_10061-RA,112,3_Tms_b3v08_scaf003414_pos_49686;3_Tms_b3v08_scaf003414_pos_49685;3_Tms_b3v08_scaf003414_pos_49684,fixed,fixed
Tms__HOG_17159,609,TMS_04603-RA,38,3_Tms_b3v08_scaf001254_pos_146050;3_Tms_b3v08_scaf001254_pos_146051;3_Tms_b3v08_scaf001254_pos_146052,poly,fixed
Tms__HOG_17159,837,TMS_04603-RA,167,3_Tms_b3v08_scaf001254_pos_154901;3_Tms_b3v08_scaf001254_pos_154902;3_Tms_b3v08_scaf001254_pos_154903,fixed,fixed
Tms__HOG_17159,838,TMS_04603-RA,168,3_Tms_b3v08_scaf001254_pos_154904;3_Tms_b3v08_scaf001254_pos_154905;3_Tms_b3v08_scaf001254_pos_154906,fixed,fixed
Tms__HOG_17159,1198,TMS_04603-RA,206,3_Tms_b3v08_scaf001254_pos_155018;3_Tms_b3v08_scaf001254_pos_155019;3_Tms_b3v08_scaf001254_pos_155020,fixed,fixed
Tms__HOG_17159,1199,TMS_04603-RA,207,3_Tms_b3v08_scaf001254_pos_155021;3_Tms_b3v08_scaf001254_pos_155022;3_Tms_b3v08_scaf001254_pos_155023,fixed,fixed
Tms__HOG_17159,1200,TMS_04603-RA,208,3_Tms_b3v08_scaf001254_pos_155024;3_Tms_b3v08_scaf001254_pos_155025;3_Tms_b3v08_scaf001254_pos_155026,fixed,fixed
Tms__HOG_17159,1201,TMS_04603-RA,209,3_Tms_b3v08_scaf001254_pos_155027;3_Tms_b3v08_scaf001254_pos_155028;3_Tms_b3v08_scaf001254_pos_155029,fixed,fixed
