# HOG = Hierarchical orthologous group; sequence name given if present as a one-to-one HOG in at least 3 sister sp pairs (else = NA)
# species codes = Tbi = T. bartmani, Tce = T. cristinae, Tps = T. poppensis, Tcm = T. californicum, Tpa = T. podura, Tte = T. tahoe, Tms = T. monikensis, Tdi = T. douglasi, Tsi = T. shepardi, and Tge = T. genevievae
HOG	Tbi	Tte	Tce	Tms	Tcm	Tsi	Tpa	Tge	Tps	Tdi
HOG_6489	TBI_05499-RA	TTE_03693-RA	TCE_03257-RA	TMS_02917-RA	TCM_02452-RA	TSI_03471-RA	TPA_00226-RB	TGE_05231-RA	TPS_02810-RA	TDI_04826-RA
HOG_3502	Tbi_TRINITY_DN69693_c0_g1::Tbi_TRINITY_DN69693_c0_g1_i2::g.9347::m.9347	TTE_01165-RA	Tce_TRINITY_DN77511_c0_g1::Tce_TRINITY_DN77511_c0_g1_i1::g.20255::m.20255	Tms_TRINITY_DN25537_c0_g2::Tms_TRINITY_DN25537_c0_g2_i1::g.23470::m.23470	TCM_03579-RA	TSI_05192-RA	TPA_15822-RA	TGE_04287-RA	TPS_00122-RA	TDI_03686-RA
HOG_14429	TBI_06612-RA	TTE_06588-RA	TCE_08429-RA	TMS_06508-RA	TCM_06179-RA	TSI_02334-RA	TPA_04767-RA	Tge_TRINITY_DN45032_c0_g1::Tge_TRINITY_DN45032_c0_g1_i1::g.6723::m.6723	TPS_10927-RA	TDI_03975-RA
HOG_5523	Tbi_TRINITY_DN44380_c0_g1::Tbi_TRINITY_DN44380_c0_g1_i1::g.19230::m.19230	Tte_TRINITY_DN59085_c0_g1::Tte_TRINITY_DN59085_c0_g1_i1::g.28943::m.28943	Tce_TRINITY_DN58357_c0_g1::Tce_TRINITY_DN58357_c0_g1_i1::g.23060::m.23060	Tms_TRINITY_DN65355_c0_g1::Tms_TRINITY_DN65355_c0_g1_i1::g.27541::m.27541	Tcm_TRINITY_DN91521_c0_g1::Tcm_TRINITY_DN91521_c0_g1_i1::g.22545::m.22545	Tsi_TRINITY_DN22020_c0_g1::Tsi_TRINITY_DN22020_c0_g1_i1::g.26352::m.26352	TPA_09899-RA	Tge_TRINITY_DN32551_c0_g1::Tge_TRINITY_DN32551_c0_g1_i1::g.25601::m.25601	Tps_TRINITY_DN49430_c0_g1::Tps_TRINITY_DN49430_c0_g1_i1::g.21849::m.21849	Tdi_TRINITY_DN26098_c0_g1::Tdi_TRINITY_DN26098_c0_g1_i1::g.24931::m.24931
HOG_2408	TBI_05504-RA	TTE_07622-RA	TCE_02798-RA	Tms_TRINITY_DN9567_c0_g2::Tms_TRINITY_DN9567_c0_g2_i1::g.26671::m.26671	TCM_06944-RA	TSI_10898-RA	TPA_08488-RA	Tge_TRINITY_DN30374_c0_g2::Tge_TRINITY_DN30374_c0_g2_i1::g.24044::m.24044	TPS_02139-RA	TDI_05124-RA
HOG_1513	TBI_04748-RA	TTE_11931-RA	TCE_05721-RA	TMS_09515-RA	TCM_09046-RA	TSI_01619-RA	TPA_00620-RA	TGE_06619-RA	TPS_05544-RA	TDI_03390-RA
HOG_5038	TBI_02995-RA	TTE_05480-RA	TCE_02932-RA	TMS_05560-RA	TCM_02486-RA	TSI_02560-RA	TPA_04391-RA	TGE_08345-RA	TPS_05746-RB	TDI_00399-RA
HOG_8360	TBI_04123-RA	TTE_03295-RA	TCE_05662-RA	TMS_06791-RA	TCM_05945-RA	TSI_07770-RA	TPA_16472-RA	TGE_04460-RA	TPS_08137-RA	TDI_04741-RA
HOG_4225	TBI_03630-RA	TTE_05410-RA	TCE_04762-RA	TMS_05652-RA	TCM_02488-RA	TSI_02234-RA	TPA_16470-RA	TGE_03918-RA	TPS_08904-RA	TDI_02724-RA
HOG_18481	TBI_12319-RA	TTE_01263-RA	TCE_00628-RA	TMS_01385-RA	TCM_01680-RA	TSI_11164-RA	Tpa_TRINITY_DN127253_c0_g2::Tpa_TRINITY_DN127253_c0_g2_i4::g.15141::m.15141	TGE_05556-RA	TPS_09875-RA	TDI_11483-RA
HOG_23182	TBI_03930-RA	TTE_02595-RA	TCE_12551-RA	TMS_00686-RA	TCM_03801-RA	TSI_04122-RA	Tpa_TRINITY_DN124588_c0_g1::Tpa_TRINITY_DN124588_c0_g1_i1::g.12877::m.12877	TGE_00269-RA	TPS_05276-RA	TDI_01432-RA
HOG_20453	TBI_00331-RA	TTE_01464-RA	TCE_06315-RA	TMS_01331-RA	TCM_03240-RA	TSI_13101-RA	TPA_09285-RA	TGE_05612-RA	TPS_04523-RA	TDI_11154-RA
HOG_23187	TBI_04351-RA	TTE_02361-RA	TCE_02124-RA	TMS_03812-RA	TCM_02880-RA	TSI_00155-RA	TPA_14547-RA	TGE_00849-RA	TPS_00074-RA	TDI_02258-RA
HOG_5886	Tbi_TRINITY_DN71265_c6_g2::Tbi_TRINITY_DN71265_c6_g2_i1::g.20223::m.20223	TTE_12317-RA	TCE_08467-RA	TMS_12557-RA	TCM_14100-RA	TSI_13389-RA	Tpa_TRINITY_DN127523_c1_g1::Tpa_TRINITY_DN127523_c1_g1_i2::g.9412::m.9412	TGE_11310-RA	TPS_14088-RA	TDI_09201-RA
HOG_23185	TBI_06884-RA	TTE_05059-RA	TCE_09042-RA	TMS_06767-RA	TCM_10371-RA	TSI_05005-RB	Tpa_TRINITY_DN138362_c0_g2::Tpa_TRINITY_DN138362_c0_g2_i2::g.15681::m.15681	TGE_06857-RA	TPS_06711-RA	TDI_06420-RA
HOG_5889	TBI_00780-RA	TTE_00495-RA	TCE_04940-RA	TMS_00399-RA	TCM_08168-RA	TSI_01957-RA	TPA_02734-RA	TGE_04293-RA	TPS_04594-RA	TDI_09739-RA
HOG_5888	Tbi_TRINITY_DN58386_c0_g1::Tbi_TRINITY_DN58386_c0_g1_i1::g.15502::m.15502	Tte_TRINITY_DN56861_c0_g1::Tte_TRINITY_DN56861_c0_g1_i1::g.16981::m.16981	TCE_06269-RA	TMS_05331-RA	TCM_05602-RA	TSI_05850-RA	Tpa_TRINITY_DN131631_c0_g2::Tpa_TRINITY_DN131631_c0_g2_i1::g.12864::m.12864	Tge_TRINITY_DN35248_c0_g1::Tge_TRINITY_DN35248_c0_g1_i1::g.15650::m.15650	Tps_TRINITY_DN89135_c0_g1::Tps_TRINITY_DN89135_c0_g1_i1::g.13586::m.13586	Tdi_TRINITY_DN3483_c0_g1::Tdi_TRINITY_DN3483_c0_g1_i1::g.13203::m.13203
HOG_23630	TBI_08987-RA	TTE_05675-RA	TCE_07483-RA	TMS_09252-RA	TCM_14067-RA	TSI_08515-RA	TPA_15679-RA	TGE_07613-RA	TPS_09290-RA	TDI_02050-RA
HOG_6555	TBI_01139-RA	TTE_00787-RA	Tce_TRINITY_DN87308_c0_g1::Tce_TRINITY_DN87308_c0_g1_i1::g.20358::m.20358	Tms_TRINITY_DN47712_c0_g1::Tms_TRINITY_DN47712_c0_g1_i1::g.24820::m.24820	Tcm_TRINITY_DN53492_c0_g1::Tcm_TRINITY_DN53492_c0_g1_i1::g.20573::m.20573	Tsi_TRINITY_DN53214_c0_g1::Tsi_TRINITY_DN53214_c0_g1_i1::g.23702::m.23702	Tpa_TRINITY_DN125718_c0_g1::Tpa_TRINITY_DN125718_c0_g1_i1::g.21241::m.21241	TGE_00167-RA	TPS_05088-RA	Tdi_TRINITY_DN8144_c0_g1::Tdi_TRINITY_DN8144_c0_g1_i1::g.22109::m.22109
HOG_20901	TBI_05134-RA	TTE_05071-RA	TCE_00369-RA	TMS_01016-RA	TCM_00458-RA	TSI_05802-RA	TPA_02069-RA	TGE_00443-RA	TPS_02207-RA	TDI_06958-RA
HOG_18131	TBI_11766-RA	TTE_04381-RA	Tce_TRINITY_DN106313_c0_g1::Tce_TRINITY_DN106313_c0_g1_i2::g.6093::m.6093	TMS_03136-RA	TCM_10875-RA	TSI_02800-RA	Tpa_TRINITY_DN138291_c0_g2::Tpa_TRINITY_DN138291_c0_g2_i3::g.15501::m.15501	TGE_00123-RB	TPS_08309-RA	TDI_01560-RA
HOG_3180	TBI_09739-RA	TTE_11447-RA	TCE_11844-RA	TMS_10374-RA	TCM_11443-RA	TSI_11168-RA	TPA_07297-RA	TGE_09715-RA	TPS_08940-RA	TDI_11594-RA
HOG_3182	Tbi_TRINITY_DN68135_c0_g1::Tbi_TRINITY_DN68135_c0_g1_i1::g.17117::m.17117	Tte_TRINITY_DN2780_c0_g1::Tte_TRINITY_DN2780_c0_g1_i1::g.13920::m.13920	TCE_03194-RA	Tms_TRINITY_DN28973_c0_g2::Tms_TRINITY_DN28973_c0_g2_i1::g.14184::m.14184	Tcm_TRINITY_DN100537_c0_g1::Tcm_TRINITY_DN100537_c0_g1_i2::g.16430::m.16430	TSI_07203-RA	Tpa_TRINITY_DN134572_c0_g2::Tpa_TRINITY_DN134572_c0_g2_i1::g.19533::m.19533	Tge_TRINITY_DN35206_c0_g1::Tge_TRINITY_DN35206_c0_g1_i2::g.16538::m.16538	Tps_TRINITY_DN90521_c0_g1::Tps_TRINITY_DN90521_c0_g1_i1::g.16187::m.16187	Tdi_TRINITY_DN2988_c0_g2::Tdi_TRINITY_DN2988_c0_g2_i1::g.16801::m.16801
HOG_3183	TBI_05626-RA	TTE_00144-RA	TCE_00608-RA	TMS_02804-RA	TCM_09110-RA	TSI_01588-RA	TPA_00800-RA	TGE_01804-RA	TPS_05792-RA	TDI_06506-RA
HOG_22320	TBI_10325-RA	TTE_08818-RA	TCE_07747-RA	TMS_03271-RA	TCM_03354-RA	TSI_01573-RB	TPA_11353-RA	TGE_10878-RA	TPS_01235-RA	TDI_03884-RB
HOG_18133	TBI_00164-RA	TTE_02492-RA	TCE_00941-RA	TMS_02920-RA	TCM_01609-RA	TSI_01244-RA	TPA_00080-RA	TGE_00815-RA	TPS_00306-RA	TDI_00350-RA
HOG_3188	TBI_02897-RA	TTE_06583-RA	TCE_05080-RA	TMS_06627-RA	TCM_06758-RA	TSI_08186-RA	TPA_02147-RA	TGE_08435-RA	TPS_08426-RA	TDI_08281-RA
HOG_19818	TBI_13518-RA	Tte_TRINITY_DN29881_c6_g1::Tte_TRINITY_DN29881_c6_g1_i1::g.7395::m.7395	Tce_TRINITY_DN104671_c2_g3::Tce_TRINITY_DN104671_c2_g3_i5::g.13223::m.13223	Tms_TRINITY_DN17688_c1_g1::Tms_TRINITY_DN17688_c1_g1_i1::g.13113::m.13113	Tcm_TRINITY_DN96750_c0_g1::Tcm_TRINITY_DN96750_c0_g1_i1::g.15437::m.15437	TSI_13940-RA	Tpa_TRINITY_DN138059_c1_g1::Tpa_TRINITY_DN138059_c1_g1_i1::g.11624::m.11624	Tge_TRINITY_DN32630_c0_g1::Tge_TRINITY_DN32630_c0_g1_i2::g.12540::m.12540	Tps_TRINITY_DN89327_c1_g1::Tps_TRINITY_DN89327_c1_g1_i1::g.13175::m.13175	Tdi_TRINITY_DN31429_c6_g7::Tdi_TRINITY_DN31429_c6_g7_i2::g.13322::m.13322
HOG_22103	TBI_09558-RA	TTE_09584-RA	TCE_05027-RA	TMS_01052-RA	TCM_08606-RA	TSI_03158-RA	TPA_00174-RA	TGE_00484-RA	TPS_02468-RA	TDI_02001-RA
HOG_19098	TBI_00835-RA	TTE_00623-RA	TCE_02459-RA	TMS_02643-RA	TCM_01529-RA	Tsi_TRINITY_DN37366_c0_g1::Tsi_TRINITY_DN37366_c0_g1_i1::g.32774::m.32774	TPA_09606-RA	TGE_01551-RA	TPS_05708-RA	TDI_00621-RA
HOG_22457	TBI_13871-RA	TTE_07624-RA	TCE_01859-RA	TMS_02233-RA	TCM_03573-RA	Tsi_TRINITY_DN28922_c0_g1::Tsi_TRINITY_DN28922_c0_g1_i1::g.19769::m.19769	TPA_02667-RA	TGE_00335-RA	TPS_06333-RA	Tdi_TRINITY_DN13322_c0_g1::Tdi_TRINITY_DN13322_c0_g1_i1::g.18522::m.18522
HOG_15772	TBI_04201-RA	TTE_06722-RA	TCE_05327-RA	TMS_09737-RA	TCM_01320-RA	TSI_04473-RA	TPA_06131-RA	TGE_07596-RA	TPS_02982-RA	TDI_02021-RB
HOG_19729	TBI_07927-RA	TTE_10223-RA	TCE_01876-RA	TMS_04966-RB	TCM_10736-RA	TSI_10391-RA	TPA_07636-RA	TGE_10972-RA	TPS_09480-RA	TDI_10525-RA
HOG_16510	TBI_02763-RA	TTE_10850-RA	TCE_12081-RA	TMS_09975-RA	TCM_07964-RA	TSI_12060-RA	TPA_11480-RA	TGE_11522-RA	TPS_08915-RA	TDI_06631-RA
HOG_19727	Tbi_TRINITY_DN40265_c0_g1::Tbi_TRINITY_DN40265_c0_g1_i1::g.11271::m.11271	Tte_TRINITY_DN55657_c0_g1::Tte_TRINITY_DN55657_c0_g1_i1::g.12515::m.12515	Tce_TRINITY_DN97559_c0_g1::Tce_TRINITY_DN97559_c0_g1_i1::g.11287::m.11287	Tms_TRINITY_DN71169_c0_g1::Tms_TRINITY_DN71169_c0_g1_i1::g.11524::m.11524	Tcm_TRINITY_DN91272_c0_g1::Tcm_TRINITY_DN91272_c0_g1_i1::g.11017::m.11017	Tsi_TRINITY_DN39577_c0_g1::Tsi_TRINITY_DN39577_c0_g1_i1::g.11425::m.11425	TPA_08532-RA	TGE_10397-RA	TPS_00997-RA	TDI_12594-RA
HOG_19724	TBI_14026-RA	TTE_12766-RA	TCE_13777-RA	TMS_12771-RA	TCM_10469-RA	TSI_09241-RA	TPA_16257-RA	TGE_09874-RA	TPS_15462-RA	TDI_09482-RA
HOG_16016	TBI_00715-RA	TTE_04538-RA	TCE_05011-RA	TMS_04222-RA	TCM_04575-RA	TSI_02397-RA	TPA_00384-RA	TGE_01158-RA	TPS_06161-RA	TDI_01534-RA
HOG_19723	TBI_06401-RA	TTE_09525-RA	TCE_02836-RA	TMS_10034-RA	Tcm_TRINITY_DN101854_c1_g1::Tcm_TRINITY_DN101854_c1_g1_i3::g.8870::m.8870	Tsi_TRINITY_DN20621_c0_g2::Tsi_TRINITY_DN20621_c0_g2_i1::g.10799::m.10799	TPA_05925-RA	TGE_05697-RA	Tps_TRINITY_DN85498_c0_g1::Tps_TRINITY_DN85498_c0_g1_i2::g.8741::m.8741	Tdi_TRINITY_DN13396_c0_g1::Tdi_TRINITY_DN13396_c0_g1_i2::g.8031::m.8031
HOG_19720	TBI_00492-RA	TTE_00827-RA	TCE_00071-RA	TMS_00468-RA	TCM_00269-RA	TSI_00615-RA	TPA_07828-RA	TGE_00069-RA	Tps_TRINITY_DN85825_c0_g1::Tps_TRINITY_DN85825_c0_g1_i2::g.3141::m.3141	TDI_00058-RA
HOG_22691	Tbi_TRINITY_DN70256_c3_g1::Tbi_TRINITY_DN70256_c3_g1_i2::g.7506::m.7506	Tte_TRINITY_DN24978_c0_g1::Tte_TRINITY_DN24978_c0_g1_i3::g.19373::m.19373	TCE_07829-RA	Tms_TRINITY_DN30464_c0_g2::Tms_TRINITY_DN30464_c0_g2_i4::g.16304::m.16304	TCM_02663-RA	Tsi_TRINITY_DN26828_c0_g1::Tsi_TRINITY_DN26828_c0_g1_i2::g.18460::m.18460	Tpa_TRINITY_DN135480_c0_g1::Tpa_TRINITY_DN135480_c0_g1_i2::g.16625::m.16625	TGE_01011-RA	TPS_00560-RA	Tdi_TRINITY_DN25411_c1_g1::Tdi_TRINITY_DN25411_c1_g1_i4::g.11081::m.11081
HOG_22692	Tbi_TRINITY_DN48130_c0_g1::Tbi_TRINITY_DN48130_c0_g1_i1::g.12595::m.12595	Tte_TRINITY_DN22948_c0_g1::Tte_TRINITY_DN22948_c0_g1_i1::g.13573::m.13573	Tce_TRINITY_DN95621_c0_g1::Tce_TRINITY_DN95621_c0_g1_i1::g.15027::m.15027	Tms_TRINITY_DN4513_c0_g1::Tms_TRINITY_DN4513_c0_g1_i1::g.16280::m.16280	Tcm_TRINITY_DN102382_c0_g2::Tcm_TRINITY_DN102382_c0_g2_i1::g.14295::m.14295	Tsi_TRINITY_DN41575_c0_g1::Tsi_TRINITY_DN41575_c0_g1_i1::g.16037::m.16037	Tpa_TRINITY_DN129570_c0_g1::Tpa_TRINITY_DN129570_c0_g1_i1::g.13181::m.13181	Tge_TRINITY_DN46799_c4_g18::Tge_TRINITY_DN46799_c4_g18_i1::g.17240::m.17240	Tps_TRINITY_DN85627_c0_g1::Tps_TRINITY_DN85627_c0_g1_i1::g.14115::m.14115	TDI_02498-RA
HOG_582	TBI_00076-RA	TTE_02655-RA	TCE_00030-RA	TMS_00127-RA	TCM_01615-RA	TSI_02684-RA	TPA_00170-RA	TGE_00382-RA	TPS_01990-RA	TDI_06112-RA
HOG_22698	TBI_08633-RA	TTE_10122-RA	TCE_01325-RA	TMS_04269-RA	TCM_05988-RA	TSI_06466-RA	TPA_07204-RA	TGE_05570-RA	TPS_03772-RA	TDI_04680-RB
HOG_23450	Tbi_TRINITY_DN64204_c0_g1::Tbi_TRINITY_DN64204_c0_g1_i1::g.20615::m.20615	TTE_07932-RA	TCE_07083-RA	TMS_10783-RA	TCM_06225-RA	TSI_08345-RA	Tpa_TRINITY_DN117594_c0_g1::Tpa_TRINITY_DN117594_c0_g1_i1::g.20260::m.20260	TGE_07898-RA	Tps_TRINITY_DN92637_c0_g1::Tps_TRINITY_DN92637_c0_g1_i2::g.13869::m.13869	Tdi_TRINITY_DN68377_c0_g1::Tdi_TRINITY_DN68377_c0_g1_i1::g.14474::m.14474
HOG_23453	TBI_04451-RA	TTE_00375-RA	TCE_03078-RA	TMS_00575-RA	TCM_05469-RA	Tsi_TRINITY_DN13876_c0_g2::Tsi_TRINITY_DN13876_c0_g2_i1::g.20528::m.20528	TPA_01102-RA	TGE_03301-RA	TPS_01827-RA	TDI_00734-RA
HOG_23455	TBI_04917-RA	TTE_10311-RA	TCE_07150-RA	TMS_05527-RA	TCM_01579-RA	TSI_08315-RA	TPA_04082-RA	TGE_09695-RA	TPS_05106-RA	TDI_09064-RA
HOG_23985	Tbi_TRINITY_DN40356_c0_g1::Tbi_TRINITY_DN40356_c0_g1_i1::g.18526::m.18526	Tte_TRINITY_DN30789_c0_g1::Tte_TRINITY_DN30789_c0_g1_i1::g.20820::m.20820	Tce_TRINITY_DN103628_c4_g1::Tce_TRINITY_DN103628_c4_g1_i1::g.17773::m.17773	Tms_TRINITY_DN5333_c0_g2::Tms_TRINITY_DN5333_c0_g2_i1::g.19540::m.19540	Tcm_TRINITY_DN88777_c0_g1::Tcm_TRINITY_DN88777_c0_g1_i1::g.15684::m.15684	Tsi_TRINITY_DN24281_c0_g1::Tsi_TRINITY_DN24281_c0_g1_i1::g.17642::m.17642	TPA_13420-RA	TGE_01841-RA	TPS_03926-RA	Tdi_TRINITY_DN8561_c0_g1::Tdi_TRINITY_DN8561_c0_g1_i1::g.17515::m.17515
HOG_21570	TBI_00434-RA	TTE_01523-RA	TCE_01103-RA	TMS_01392-RA	TCM_01227-RA	TSI_00792-RA	TPA_08392-RA	TGE_10317-RA	TPS_00391-RA	TDI_02343-RA
HOG_22263	TBI_00858-RA	TTE_00453-RA	TCE_05050-RA	TMS_00519-RA	TCM_00385-RA	TSI_00396-RA	TPA_15672-RA	TGE_01836-RA	TPS_00443-RA	TDI_00194-RA
HOG_7927	TBI_01993-RA	TTE_03133-RA	TCE_13750-RA	TMS_12808-RA	TCM_12550-RA	TSI_12587-RA	Tpa_TRINITY_DN139623_c2_g1::Tpa_TRINITY_DN139623_c2_g1_i2::g.18723::m.18723	TGE_11902-RA	TPS_09772-RA	TDI_05146-RA
HOG_357	TBI_10674-RA	TTE_08749-RA	Tce_TRINITY_DN98661_c4_g2::Tce_TRINITY_DN98661_c4_g2_i3::g.16686::m.16686	Tms_TRINITY_DN31673_c2_g4::Tms_TRINITY_DN31673_c2_g4_i10::g.19580::m.19580	TCM_14158-RA	Tsi_TRINITY_DN6443_c0_g2::Tsi_TRINITY_DN6443_c0_g2_i1::g.23609::m.23609	TPA_10179-RA	Tge_TRINITY_DN31946_c0_g1::Tge_TRINITY_DN31946_c0_g1_i1::g.16194::m.16194	Tps_TRINITY_DN79305_c0_g1::Tps_TRINITY_DN79305_c0_g1_i1::g.20175::m.20175	Tdi_TRINITY_DN10957_c0_g1::Tdi_TRINITY_DN10957_c0_g1_i1::g.19245::m.19245
HOG_19430	TBI_00731-RA	TTE_05859-RA	TCE_02495-RA	TMS_08285-RA	TCM_04244-RA	TSI_01048-RA	TPA_02222-RA	TGE_01394-RA	TPS_15392-RA	TDI_01762-RA
HOG_22217	TBI_12845-RA	TTE_12043-RA	TCE_06188-RA	TMS_06922-RA	TCM_10076-RA	TSI_07902-RA	TPA_07238-RA	TGE_05130-RA	TPS_02529-RA	TDI_04852-RA
HOG_19437	TBI_08608-RA	TTE_08873-RA	TCE_01004-RA	TMS_03479-RA	TCM_07462-RA	TSI_09039-RA	TPA_01234-RA	TGE_08106-RA	TPS_06740-RA	TDI_08155-RA
HOG_19435	TBI_11145-RA	TTE_04169-RA	TCE_10458-RA	TMS_11740-RA	TCM_09621-RA	TSI_10644-RA	TPA_16065-RA	TGE_06463-RA	TPS_06994-RA	TDI_04790-RA
HOG_16229	TBI_01455-RA	TTE_03242-RA	TCE_04728-RA	TMS_01492-RA	TCM_01076-RA	TSI_04735-RA	TPA_02573-RA	TGE_04758-RA	TPS_02595-RA	TDI_05014-RA
HOG_359	TBI_02059-RA	TTE_12318-RA	TCE_06052-RA	TMS_06689-RA	TCM_04014-RA	TSI_05264-RA	TPA_11985-RA	TGE_00980-RA	TPS_02868-RA	TDI_03938-RA
HOG_9888	TBI_04214-RA	TTE_04931-RA	TCE_04863-RA	TMS_02881-RA	TCM_03653-RA	TSI_06076-RA	TPA_02269-RA	TGE_06729-RA	TPS_04266-RA	TDI_01446-RA
HOG_19548	TBI_01589-RA	TTE_02704-RA	TCE_05263-RA	TMS_05612-RA	TCM_03530-RA	TSI_03553-RA	TPA_00958-RA	TGE_01363-RA	TPS_01549-RA	TDI_04182-RA
HOG_16601	TBI_04523-RA	TTE_04098-RA	TCE_00758-RA	TMS_06146-RA	TCM_09243-RA	TSI_04409-RA	TPA_07529-RA	TGE_10662-RA	TPS_02573-RA	Tdi_TRINITY_DN21031_c0_g1::Tdi_TRINITY_DN21031_c0_g1_i1::g.8480::m.8480
HOG_16602	TBI_00885-RA	Tte_TRINITY_DN26557_c0_g2::Tte_TRINITY_DN26557_c0_g2_i1::g.7919::m.7919	Tce_TRINITY_DN106475_c0_g3::Tce_TRINITY_DN106475_c0_g3_i1::g.11135::m.11135	Tms_TRINITY_DN23924_c0_g1::Tms_TRINITY_DN23924_c0_g1_i1::g.7411::m.7411	TCM_01957-RA	TSI_09876-RA	TPA_02874-RA	TGE_02742-RA	TPS_13851-RA	TDI_02795-RA
HOG_19507	Tbi_TRINITY_DN72131_c5_g1::Tbi_TRINITY_DN72131_c5_g1_i2::g.2009::m.2009	TTE_07655-RA	Tce_TRINITY_DN100989_c0_g1::Tce_TRINITY_DN100989_c0_g1_i1::g.10898::m.10898	TMS_00355-RA	TCM_04305-RA	TSI_04847-RA	TPA_07068-RA	TGE_02529-RA	TPS_09647-RA	TDI_07639-RA
HOG_19540	TBI_05563-RA	TTE_00585-RA	TCE_00751-RA	TMS_08871-RA	Tcm_TRINITY_DN91595_c0_g1::Tcm_TRINITY_DN91595_c0_g1_i1::g.9255::m.9255	TSI_03983-RA	TPA_07620-RA	TGE_01290-RA	TPS_05015-RA	Tdi_TRINITY_DN26947_c0_g1::Tdi_TRINITY_DN26947_c0_g1_i1::g.9611::m.9611
HOG_16608	TBI_05985-RA	TTE_03483-RA	Tce_TRINITY_DN97034_c0_g1::Tce_TRINITY_DN97034_c0_g1_i1::g.9773::m.9773	Tms_TRINITY_DN24010_c0_g2::Tms_TRINITY_DN24010_c0_g2_i1::g.16003::m.16003	TCM_05318-RA	TSI_06707-RA	TPA_03083-RA	TGE_04985-RA	TPS_02307-RA	TDI_07687-RA
HOG_19852	TBI_05904-RA	TTE_09697-RA	TCE_10423-RA	TMS_10686-RA	TCM_02738-RA	TSI_11090-RA	TPA_08881-RA	TGE_08463-RA	TPS_10347-RA	TDI_10259-RA
HOG_21006	TBI_02067-RA	TTE_01253-RA	TCE_01378-RA	TMS_02392-RA	TCM_00997-RA	TSI_02245-RA	TPA_00686-RA	TGE_01743-RA	TPS_00185-RA	TDI_00671-RA
HOG_19545	TBI_01422-RA	TTE_03187-RB	TCE_07158-RA	TMS_01907-RA	TCM_00935-RA	TSI_06972-RB	TPA_03599-RA	TGE_10298-RA	TPS_05533-RA	TDI_00574-RA
HOG_16333	TBI_01568-RA	TTE_01764-RA	TCE_02698-RA	TMS_00870-RA	TCM_02325-RA	TSI_07553-RA	TPA_02185-RA	TGE_03598-RA	TPS_00596-RA	TDI_00423-RA
HOG_22079	Tbi_TRINITY_DN67963_c1_g1::Tbi_TRINITY_DN67963_c1_g1_i1::g.8701::m.8701	TTE_02791-RA	Tce_TRINITY_DN103467_c0_g1::Tce_TRINITY_DN103467_c0_g1_i1::g.7613::m.7613	TMS_04853-RA	TCM_14008-RA	Tsi_TRINITY_DN2190_c0_g1::Tsi_TRINITY_DN2190_c0_g1_i1::g.7812::m.7812	TPA_09968-RA	Tge_TRINITY_DN41709_c0_g1::Tge_TRINITY_DN41709_c0_g1_i1::g.7885::m.7885	TPS_13668-RA	TDI_07809-RA
HOG_22076	TBI_12354-RA	TTE_12114-RA	TCE_12278-RA	TMS_00337-RA	TCM_10507-RA	TSI_04999-RA	TPA_06573-RA	TGE_08842-RA	TPS_12555-RA	TDI_08331-RA
HOG_19855	Tbi_TRINITY_DN65252_c0_g1::Tbi_TRINITY_DN65252_c0_g1_i1::g.13847::m.13847	Tte_TRINITY_DN30018_c0_g1::Tte_TRINITY_DN30018_c0_g1_i1::g.15348::m.15348	Tce_TRINITY_DN101927_c0_g1::Tce_TRINITY_DN101927_c0_g1_i2::g.12717::m.12717	Tms_TRINITY_DN29736_c0_g1::Tms_TRINITY_DN29736_c0_g1_i2::g.14845::m.14845	Tcm_TRINITY_DN90911_c0_g2::Tcm_TRINITY_DN90911_c0_g2_i2::g.11090::m.11090	Tsi_TRINITY_DN29913_c2_g1::Tsi_TRINITY_DN29913_c2_g1_i1::g.10594::m.10594	TPA_08070-RA	Tge_TRINITY_DN45212_c0_g1::Tge_TRINITY_DN45212_c0_g1_i2::g.6540::m.6540	Tps_TRINITY_DN83708_c0_g1::Tps_TRINITY_DN83708_c0_g1_i1::g.15089::m.15089	Tdi_TRINITY_DN3285_c0_g1::Tdi_TRINITY_DN3285_c0_g1_i1::g.15810::m.15810
HOG_21228	TBI_08089-RA	TTE_08442-RA	Tce_TRINITY_DN101121_c5_g1::Tce_TRINITY_DN101121_c5_g1_i7::g.4895::m.4895	TMS_05564-RA	TCM_01090-RA	TSI_03388-RA	TPA_05979-RA	TGE_05944-RA	TPS_06750-RA	TDI_07276-RA
HOG_4705	TBI_12579-RA	TTE_11720-RA	TCE_09446-RA	TMS_05520-RA	TCM_01588-RA	TSI_05103-RA	TPA_04230-RA	TGE_09447-RA	TPS_08143-RA	TDI_09435-RA
HOG_23856	Tbi_TRINITY_DN64996_c0_g1::Tbi_TRINITY_DN64996_c0_g1_i1::g.24087::m.24087	TTE_06923-RA	TCE_01197-RA	TMS_03969-RA	TCM_04159-RA	TSI_05404-RA	TPA_02657-RA	TGE_00730-RA	TPS_03103-RA	TDI_04712-RA
HOG_19856	TBI_05421-RA	TTE_01132-RA	TCE_07480-RA	TMS_05448-RA	TCM_01059-RA	TSI_02265-RA	TPA_07378-RA	TGE_02536-RA	TPS_02480-RA	TDI_01694-RA
